,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
13,Assalamu Alaikum aap Logon Ko Rishta karvana hai To apni biodata picture send Karen Mere WhatsApp number per Har cast Har age Ke Rishte maujud hai Just kisi ko bhi apni bahan bhai apna Divas unmarried Sab Rishte mil Jaenge mere number per WhatsApp per rapata Karen 03342667580,assalamu alaikum aap logon ko rishta karvana hai apni biodata pictur send karen mere whatsapp number per har cast har age ke risht maujud hai kisi ko bhi apni bahan bhai apna diva unmarri sab risht mil jaeng mere number per whatsapp per rapata karen,"['assalamu', 'alaikum', 'aap', 'logon', 'ko', 'rishta', 'karvana', 'hai', 'apni', 'biodata', 'pictur', 'send', 'karen', 'mere', 'whatsapp', 'number', 'per', 'har', 'cast', 'har', 'age', 'ke', 'risht', 'maujud', 'hai', 'kisi', 'ko', 'bhi', 'apni', 'bahan', 'bhai', 'apna', 'diva', 'unmarri', 'sab', 'risht', 'mil', 'jaeng', 'mere', 'number', 'per', 'whatsapp', 'per', 'rapata', 'karen']", ,0.1531,neu,shadi_mubrk, ,0
14,Assalamu Alaikum aap Logon Ko Rishta karvana hai To apni biodata picture send Karen Mere WhatsApp number per Har cast Har age Ke Rishte maujud hai Just kisi ko bhi apni bahan bhai apna Divas unmarried Sab Rishte mil Jaenge mere number per WhatsApp per rapata Karen 03342667580,assalamu alaikum aap logon ko rishta karvana hai apni biodata pictur send karen mere whatsapp number per har cast har age ke risht maujud hai kisi ko bhi apni bahan bhai apna diva unmarri sab risht mil jaeng mere number per whatsapp per rapata karen,"['assalamu', 'alaikum', 'aap', 'logon', 'ko', 'rishta', 'karvana', 'hai', 'apni', 'biodata', 'pictur', 'send', 'karen', 'mere', 'whatsapp', 'number', 'per', 'har', 'cast', 'har', 'age', 'ke', 'risht', 'maujud', 'hai', 'kisi', 'ko', 'bhi', 'apni', 'bahan', 'bhai', 'apna', 'diva', 'unmarri', 'sab', 'risht', 'mil', 'jaeng', 'mere', 'number', 'per', 'whatsapp', 'per', 'rapata', 'karen']", ,0.1531,neu,shadi_mubrk, ,0
15,I thought it was about to say he ran through 100 million women but who’s counting 🤷🏻‍♂️🤷🏻‍♂️,thought say ran million women count,"['thought', 'say', 'ran', 'million', 'women', 'count']",🤷🏻♂🤷🏻♂,0.05,neu,brewski_jbd, ,0
16,سختی زندگی که تو داری ما نداریم برار😕😪, ,[],😕😪,-0.24045643153526966,neu,pouria.tahmasbii, ,0
17,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,ri.taaaj, ,0
18,Awesome! Now it’s time to turn a profit,awesom time turn profit,"['awesom', 'time', 'turn', 'profit']", ,0.4404,pos,captjimmynelson, ,0
19,My ldol,ldol,['ldol'], ,0.0,neu,jossuejavier, ,0
20,Money can't bay happiness right! 😂,money ca not bay happi right,"['money', 'ca', 'not', 'bay', 'happi', 'right']",😂,0.03156691482501904,neu,speed_up_live_is_to_short, ,0
21,😮😢, ,[],😮😢,0.14222667260050434,neu,oknbydk066, ,0
22,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,sayef.m, ,0
23,"What a painfully adolescent and vacuous lifestyle. Tits, ass and a very lonely man with his money.",pain adolesc vacuou lifestyl tit ass lone man money,"['pain', 'adolesc', 'vacuou', 'lifestyl', 'tit', 'ass', 'lone', 'man', 'money']", ,-0.836,neg,fotosyntheses, ,0
24,Sei il re 🤴,sei il,"['sei', 'il']",🤴,0.0,neu,massimotedesco_, ,0
25,Qué vida más vacía no??,qu vida ms vaca no,"['qu', 'vida', 'ms', 'vaca', 'no']", ,-0.296,neu,ultrafeet2020, ,0
26,Smallest legs award goes to,smallest leg award goe,"['smallest', 'leg', 'award', 'goe']", ,0.5423,pos,liseymaria, ,0
27,Some day💪🏼,day,['day'],💪🏼,0.2778566359119943,neu,ioffio_cable, ,0
28,@nourddin_bourrich kun knti ghani 😢,kun knti ghani,"['kun', 'knti', 'ghani']",😢,0.001668891855807725,neu,nizar_moslih98,nourddin_bourrich ,0
29,Def small,def small,"['def', 'small']", ,0.0,neu,liseymaria, ,0
30,@danbilzerian did You Start Twerkin when You sold 100million 😂😂😂😂😂,start twerkin sold million,"['start', 'twerkin', 'sold', 'million']",😂😂😂😂😂,0.12276022431951851,neu,smackdownwayne,danbilzerian ,0
31,I love this!! 🔥😎👌🏻,love,['love'],🔥😎👌🏻,0.4584535825656237,pos,jordyalexis10, ,0
32,Planet of Raghu🔥🔥🔥🔥,planet raghu,"['planet', 'raghu']",🔥🔥🔥🔥,0.09318996415770606,neu,prince_of_my_destiny, ,0
33,🔥🔥🔥🔥, ,[],🔥🔥🔥🔥,0.1397849462365591,neu,beingsagarthakur, ,0
34,Llévame amigo a una fiesta yo me porto bien,llvame amigo una fiesta yo porto bien,"['llvame', 'amigo', 'una', 'fiesta', 'yo', 'porto', 'bien']", ,0.4767,pos,gringo_barrientos, ,0
35,Omg you’re so cool,omg cool,"['omg', 'cool']", ,0.3182,neu,calebdxnglisson, ,0
36,Port Harcourt boy 🔥🔥🔥,port harcourt boy,"['port', 'harcourt', 'boy']",🔥🔥🔥,0.06989247311827955,neu,whiteman89x, ,0
37,Su jalsa che 🔥🔥🔥🔥,su jalsa che,"['su', 'jalsa', 'che']",🔥🔥🔥🔥,0.07987711213517662,neu,darshilpatel_27, ,0
38,No one live in this world like you legend 🤗,no one live world like legend,"['no', 'one', 'live', 'world', 'like', 'legend']",🤗,0.0772,neu,acc.mustafa.muhammad, ,0
39,“Self-made”,selfmad,['selfmad'], ,0.0,neu,swooshhurley, ,0
40,Very well enjoyed,well enjoy,"['well', 'enjoy']", ,0.6486,pos,haseeb.ali.9440, ,0
41,🔥🔥🔥🔥, ,[],🔥🔥🔥🔥,0.1397849462365591,neu,gmungunbagana, ,0
42,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,gowtham_rio_93_, ,0
43,فيديو نازل من الجنة 😢💔, ,[],😢💔,-0.0576378260444821,neu,m_rabah_albatran_alqisi_, ,0
44,Life ho to aisi...baki jinda to **** ke bal v h,life ho aisi baki jinda ke bal v h,"['life', 'ho', 'aisi', 'baki', 'jinda', 'ke', 'bal', 'v', 'h']", ,0.0,neu,salawas_naresh, ,0
45,You live this life,live life,"['live', 'life']", ,0.0,neu,sercioramos3217, ,0
46,❤️❤️❤️ kiero ser parte 😍,kiero ser part,"['kiero', 'ser', 'part']",❤❤❤😍,0.4165996645825987,neu,erick119405, ,0
47,La vida que merezco 🔥😂,la vida que merezco,"['la', 'vida', 'que', 'merezco']",🔥😂,0.06012555833528206,neu,ajramirez31, ,0
48,He has all that money but still goes out of his way to lie about his sales numbers. Pathetic,money still goe way lie sale number pathet,"['money', 'still', 'goe', 'way', 'lie', 'sale', 'number', 'pathet']", ,0.0772,neu,patrickielem, ,0
49,@abdalrhmanhago صاااحي🤣, ,[],🤣,0.0,neu,_dmo7y_,abdalrhmanhago ,0
50,حاجی همین که ایران زندگی نمیکنه از دنیا 100 سال عقبی😎💔, ,[],😎💔,0.18570874037652843,neu,14.moein.14, ,1
51,چه زندگی سختی سید جان, ,[], ,0.0,neu,amirhosein.rahim, ,0
52,"Padrinho, quando é que me convidas para uma festa dessas?",padrinho quando que convida para uma festa dessa,"['padrinho', 'quando', 'que', 'convida', 'para', 'uma', 'festa', 'dessa']", ,0.0,neu,goncalo_.guedes, ,0
53,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,sabreenaxx_ontario208, ,0
54,🔥🔝, ,[],🔥🔝,0.3091664005110188,neu,robbyruinidj, ,0
55,Rocking😍😍👏,rock,['rock'],😍😍👏,0.46910537755785675,neu,gauravmishra5060, ,0
56,يحفظك الله مولاي, ,[], ,0.0,neu,abdullah.moh97, ,0
57,One day you will die,one day die,"['one', 'day', 'die']", ,-0.5994,neg,fero_priv7, ,0
58,Bruhh😂,bruhh,['bruhh'],😂,0.11048420188756665,neu,hanifkhan557, ,0
59,What are your net profits?,net profit,"['net', 'profit']", ,0.4404,pos,steadyboost, ,0
60,"klo hidupnya seperti ini bisa jadi bener separuh dari penjualan vape.nya di pake ini orang buat hidup wah.nya,,, alesanya promosi,,muehehe",klo hidupnya seperti ini bisa jadi bener separuh dari penjualan vapenya di pake ini orang buat hidup wahnya alesanya promosi mueheh,"['klo', 'hidupnya', 'seperti', 'ini', 'bisa', 'jadi', 'bener', 'separuh', 'dari', 'penjualan', 'vapenya', 'di', 'pake', 'ini', 'orang', 'buat', 'hidup', 'wahnya', 'alesanya', 'promosi', 'mueheh']", ,0.0,neu,ardy_ess, ,0
61,#SmokeEmWhileYouGotEm! ♠️🇺🇸🤠🇹🇭🇻🇳🇵🇭🇮🇩Nice Vid! Hey check out my 🎥YT channel 📺  I’m in 💃🏻 Colombia 🇨🇴 Unplugged from #matrix & I’m down the “rabbit-hole!’ 🔴 “ #4HourWorkWeek #ThinkAndGrowRich 🗝,smokeemwhileyougotem nice vid hey check yt channel colombia unplug matrix rabbithol hourworkweek thinkandgrowrich,"['smokeemwhileyougotem', 'nice', 'vid', 'hey', 'check', 'yt', 'channel', 'colombia', 'unplug', 'matrix', 'rabbithol', 'hourworkweek', 'thinkandgrowrich']",♠🤠🎥📺💃🏻🔴🗝,0.4275567236608903,pos,theamericanvagabond, ,0
62,"Is this my life, bro, let's hang out together😅😅",life bro let hang togeth,"['life', 'bro', 'let', 'hang', 'togeth']",😅😅,0.051329622758194166,neu,beratgunduz, ,0
63,😍🔥, ,[],😍🔥,0.40886086437476643,neu,mohmd_hosein1124, ,0
64,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,fuckyourcharm, ,0
65,Men with money are boring.  Just T&A ... dumb cigars... stupid boats... shiny shit & exotic  animals .... usually issa TIGER 🐅 riding shotgun in a Rolls .... you flipped it with a freakn EAGLE . Many people think this is the shizNIK.... great big yawn.to me... ☝🏾👉🏾 but your hustle game is no joke... & I know you earned every cent of your wealth... iJS: this just reminds me of a  typical wealthy playboy ... rapper video . 🤷🏾‍♀️,men money bore dumb cigar stupid boat shini shit exot anim usual issa tiger ride shotgun roll flip freakn eagl mani peopl think shiznik great big yawnto hustl game no joke know earn everi cent wealth ij remind typic wealthi playboy rapper video,"['men', 'money', 'bore', 'dumb', 'cigar', 'stupid', 'boat', 'shini', 'shit', 'exot', 'anim', 'usual', 'issa', 'tiger', 'ride', 'shotgun', 'roll', 'flip', 'freakn', 'eagl', 'mani', 'peopl', 'think', 'shiznik', 'great', 'big', 'yawnto', 'hustl', 'game', 'no', 'joke', 'know', 'earn', 'everi', 'cent', 'wealth', 'ij', 'remind', 'typic', 'wealthi', 'playboy', 'rapper', 'video']",🐅☝🏾👉🏾🤷🏾♀,-0.5338701047781673,neg,negroapple, ,0
66,@free_doun میره جهنم یا بهشت این؟, ,[], ,0.0,neu,iraj_alii,free_doun ,0
67,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,_aulakh_gurjant, ,0
68,+1, ,[], ,0.0,neu,globalstylecenter, ,0
69,Que Neymar é nada esse é o kara sabe viver cada segundo da sua vida kkkkkk,que neymar nada ess kara sabe viver cada segundo da sua vida kkkkkk,"['que', 'neymar', 'nada', 'ess', 'kara', 'sabe', 'viver', 'cada', 'segundo', 'da', 'sua', 'vida', 'kkkkkk']", ,0.0,neu,reinaldosantos706, ,0
70,Esse kara e fodaaaa sou muito seu fã,ess kara e fodaaaa sou muito seu f,"['ess', 'kara', 'e', 'fodaaaa', 'sou', 'muito', 'seu', 'f']", ,0.0,neu,reinaldosantos706, ,0
71,Que mal se lo pasa este no es 1000eurista,que mal se lo pasa est no es eurista,"['que', 'mal', 'se', 'lo', 'pasa', 'est', 'no', 'es', 'eurista']", ,-0.296,neu,iamtonimacmilo, ,0
72,Terlalu brutal,terlalu brutal,"['terlalu', 'brutal']", ,-0.6249,neg,ago0326, ,0
73,@gui_dcn Tu m'as tué l'autre soir 😂🤣,tu ma tu lautr soir,"['tu', 'ma', 'tu', 'lautr', 'soir']",😂🤣,0.03682806729585555,neu,nikor_65,gui_dcn ,0
74,@nikor_65 mdrr 😂,mdrr,['mdrr'],😂,0.11048420188756665,neu,gui_dcn,nikor_65 ,0
75,Omg dan chill out bruh. Miss you dawg ❤️,omg dan chill bruh miss dawg,"['omg', 'dan', 'chill', 'bruh', 'miss', 'dawg']",❤,-0.024644720496894423,neu,omgitsmattyd, ,0
76,🔥🔥🔥🔥❤️❤️❤️😍😍, ,[],🔥🔥🔥🔥❤❤❤😍😍,0.46147491328193346,neu,rishu_kataria_0786, ,0
77,Ufffff 🔥🔥🔥,ufffff,['ufffff'],🔥🔥🔥,0.10483870967741932,neu,jl_prosas, ,0
78,I can join 🔥❤️,join,['join'],🔥❤,0.3939573009194327,neu,dikko16, ,0
79,Kys,ky,['ky'], ,0.0,neu,z_s_gamez, ,1
80,Soldaat,soldaat,['soldaat'], ,0.0,neu,zainpatron, ,0
81,😍😍, ,[],😍😍,0.6779367825129737,neu,drshoaibchaudhary18, ,0
82,😂😂, ,[],😂😂,0.2209684037751333,neu,drshoaibchaudhary18, ,0
83,🙌🙌, ,[],🙌🙌,0.5604249667994687,neu,drshoaibchaudhary18, ,0
84,❤️❤️, ,[],❤❤,0.7460869565217392,neu,drshoaibchaudhary18, ,0
85,😍😍, ,[],😍😍,0.6779367825129737,neu,drshoaibchaudhary18, ,0
86,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,drshoaibchaudhary18, ,0
87,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,drshoaibchaudhary18, ,0
88,😍, ,[],😍,0.6779367825129737,neu,drshoaibchaudhary18, ,0
89,🔥, ,[],🔥,0.1397849462365591,neu,drshoaibchaudhary18, ,0
90,🙌, ,[],🙌,0.5604249667994687,neu,drshoaibchaudhary18, ,0
91,❤️, ,[],❤,0.7460869565217392,neu,drshoaibchaudhary18, ,0
92,everyone is jealous of your lifestyle you live this life in the best way god bless you,everyon jealou lifestyl live life best way god bless,"['everyon', 'jealou', 'lifestyl', 'live', 'life', 'best', 'way', 'god', 'bless']", ,0.8442,pos,ugurdoganer01, ,0
93,you are doing the best life is too short you live life 👏👏👏👏👏👏,best life short live life,"['best', 'life', 'short', 'live', 'life']",👏👏👏👏👏👏,0.5734352428393523,pos,ugurdoganer01, ,0
94,This is jUst AwesOme Dany 🔥😍,awesom dani,"['awesom', 'dani']",🔥😍,0.20443043218738322,neu,i.caffy, ,0
95,Genio🔥🙌,genio,['genio'],🔥🙌,0.23340330434534262,neu,elreydurmiente, ,0
96,محرم نزدیکه خجالت بکش حاج دن, ,[], ,0.0,neu,lohrasp_trade, ,0
97,@renovicky neno mau kyk gini ya?,neno mau kyk gini ya,"['neno', 'mau', 'kyk', 'gini', 'ya']", ,0.0,neu,tian.prakasto,renovicky ,0
98,میشه بهشت و برا این ادم توصیف کنید؟😂, ,[],😂,0.2209684037751333,neu,hoseinahmadi858, ,0
99,👏😮🔥 Very Crazy❤️,crazi,['crazi'],👏😮🔥❤,0.33683952514831117,neu,miqueias.machado, ,0
100,این مراحل حتی توی بهشت هم قفله 😐😂😂, ,[],😐😂😂,0.016448071652558,neu,mohammad__amin__saleh, ,0
101,Winning team 🔥🔥,win team,"['win', 'team']",🔥🔥,0.36284247311827955,pos,cogan_nex, ,0
102,sign me up!!!,sign,['sign'], ,0.0,neu,don_isley1, ,0
103,awesome lifestyle 😍😍😍 @danbilzerian,awesom lifestyl,"['awesom', 'lifestyl']",😍😍😍,0.4067620695077842,neu,sahildhiman09,danbilzerian ,0
104,Zindagi ta teri aa yara😂,zindagi ta teri aa yara,"['zindagi', 'ta', 'teri', 'aa', 'yara']",😂,0.03682806729585555,neu,laddi__604, ,0
105,Daniel,daniel,['daniel'], ,0.0,neu,_riccoslim, ,0
106,Ooo bc jalsa maal jode😈,ooo bc jalsa maal jode,"['ooo', 'bc', 'jalsa', 'maal', 'jode']",😈,0.04461538461538461,neu,pkdevil007, ,0
107,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,sureshr72627, ,0
108,🫡, ,[],🫡,0.0,neu,saan_jelly, ,0
109,@ali.hmede98 خليك افريقيا, ,[], ,0.0,neu,ahmad.ajamii,ali.hmede98 ,0
110,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,simranjeetjakhal, ,0
111,Spank that sweety 👏,spank sweeti,"['spank', 'sweeti']",👏,0.1735159817351598,neu,brumberito, ,0
112,This guy is the new Hugh Hefner,guy new hugh hefner,"['guy', 'new', 'hugh', 'hefner']", ,0.0,neu,briansc3, ,0
113,Beautiful 🥰❤️,beauti,['beauti'],🥰❤,0.3730434782608696,neu,honsinghsweety, ,0
114,Çokta çirkin adam ayy,okta irkin adam ayi,"['okta', 'irkin', 'adam', 'ayi']", ,0.0,neu,yusibelll, ,0
115,King is back🔥🔥,king back,"['king', 'back']",🔥🔥,0.06989247311827955,neu,eliasdanielyanez, ,0
116,Danbilzerıan adamsın dost,danbilzeran adamsn dost,"['danbilzeran', 'adamsn', 'dost']", ,0.0,neu,siyar__krbk, ,0
117,"Jesus is coming soon, are you ready?",jesu come soon readi,"['jesu', 'come', 'soon', 'readi']", ,0.0,neu,ejipat, ,0
118,https://MyJobCashout.com/?userid=139862, ,[], ,0.0,neu,ejipat, ,0
119,😍😍😍life's good,life good,"['life', 'good']",😍😍😍,0.5829220695077842,pos,mickbenjamin, ,0
120,ابن المحظوظة ☹️, ,[],☹,-0.6,neu,komt61, ,0
121,Süper süper super,sper sper super,"['sper', 'sper', 'super']", ,0.5994,pos,recep.dugrul, ,0
122,Warming uppp🔥🔥🔥,warm uppp,"['warm', 'uppp']",🔥🔥🔥,0.17439096774193547,neu,nofar_azulay_asulin, ,0
123,Hesssss back  babee😍😍😍🫵🏼🙈😻🫶🏼,hesssss back babe,"['hesssss', 'back', 'babe']",😍😍😍🫵🏼🙈😻🫶🏼,0.3862504817839995,neu,nofar_azulay_asulin, ,0
124,@alkarnk_2022, ,[], ,0.0,neu,seif_eldin_essam,alkarnk_2022 ,0
125,What a life🔥,life,['life'],🔥,0.06989247311827955,neu,vivek18868, ,0
126,imagine failing out of the navy seals for a firearm violation just to sell glo carts lmao,imagin fail navi seal firearm violat sell glo cart lmao,"['imagin', 'fail', 'navi', 'seal', 'firearm', 'violat', 'sell', 'glo', 'cart', 'lmao']", ,0.1027,neu,jcksngrn, ,0
127,I hate when I see this while I'm at work 😂,hate see work,"['hate', 'see', 'work']",😂,-0.37368289905621666,neg,royl.ife, ,0
128,🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐, ,[],🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐,0.5555555555555555,neu,chaos_newmoney, ,0
129,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,crazybony, ,0
130,🔥❤️, ,[],🔥❤,0.44293595137914915,neu,yadwinder.9841, ,0
131,7czfxvbxfhsh,czfxvbxfhsh,['czfxvbxfhsh'], ,0.0,neu,b22_antonio, ,0
132,تخم حروم مگه قرار نبود خبر بدی با هم بریم؟!😏, ,[],😏,0.3324572930354796,neu,alifrahmnd, ,0
133,💯💯💯💯, ,[],💯💯💯💯,0.1208791208791209,neu,ygsteffalaw, ,0
134,@yy___aa96, ,[], ,0.0,neu,moaaid4_ali,yy___aa96 ,0
135,Hangi hayatın cehennemini yaşıyoruz bilmiyorum ama adam cenneti yaşıyor bu dünyada,hangi hayatn cehennemini yayoruz bilmiyorum ama adam cenneti yayor bu dnyada,"['hangi', 'hayatn', 'cehennemini', 'yayoruz', 'bilmiyorum', 'ama', 'adam', 'cenneti', 'yayor', 'bu', 'dnyada']", ,0.0,neu,murat_yildizzzzzzz, ,0
136,Tiny dick dudes say it's fat. Or you can get stuck in a tuna can without hitting the bottom,tini dick dude say fat get stuck tuna without hit bottom,"['tini', 'dick', 'dude', 'say', 'fat', 'get', 'stuck', 'tuna', 'without', 'hit', 'bottom']", ,-0.6486,neg,p.ro87, ,0
137,@amol.luv @akshaykumaryy @chandarwanshi_is_here_ @sumangupta9570 @dhikumar4731, ,[], ,0.0,neu,ravigupta7260,amol.luv akshaykumaryy chandarwanshi_is_here_ sumangupta9570 dhikumar4731 ,1
138,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.13978494623655907,neu,v1ktor_radl, ,0
139,@remigueko_, ,[], ,0.0,neu,yassin.aniki,remigueko_ ,0
140,🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,yosefmo7amed, ,0
141,Adam Türkiye’ de ki bütün erkeklerin hayalini yaşıyor. Net!,adam trkiy de ki btn erkeklerin hayalini yayor net,"['adam', 'trkiy', 'de', 'ki', 'btn', 'erkeklerin', 'hayalini', 'yayor', 'net']", ,0.0,neu,aaaysekilic, ,0
142,LMAOOOOOO ACTIN LIKE THE COMPANY NOT BANKRUPTTT 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣@danbilzarian,lmaoooooo actin like compani not bankrupttt,"['lmaoooooo', 'actin', 'like', 'compani', 'not', 'bankrupttt']",🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0.3612,neu,carl.dsc,danbilzarian ,0
143,@carl.dsc whats the APY on that loan you took out for them gurls 😂😂,what api loan took gurl,"['what', 'api', 'loan', 'took', 'gurl']",😂😂,0.06313382965003808,neu,carl.dsc,carl.dsc ,0
144,जिंदगी हो तो ऐसी हो, ,[], ,0.0,neu,moodymanish619, ,0
145,Baekkklaaaaa,baekkklaaaaa,['baekkklaaaaa'], ,0.0,neu,ainaaqasya, ,0
146,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,ainaaqasya, ,0
147,منم میخوام, ,[], ,0.0,neu,taha.qanbari.2022, ,0
148,🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,taha.qanbari.2022, ,0
149,You mean your little dick? 😂,mean littl dick,"['mean', 'littl', 'dick']",😂,-0.32770789905621667,neg,magnusson.ralle, ,0
150,king🤪,king,['king'],🤪,0.0,neu,jay_theboyfrom_hills, ,0
151,U r role model bro...😍😍😍,u r role model bro,"['u', 'r', 'role', 'model', 'bro']",😍😍😍,0.25422629344236514,neu,naughtych143, ,0
152,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,n1te5h, ,1
153,S̤i̤r̤ b̤i̤g̤ f̤a̤n̤ 😅,sir big fan,"['sir', 'big', 'fan']",😅,0.2835634199134199,neu,ocean.verma786, ,0
154,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,jechutattoo, ,0
155,😏, ,[],😏,0.3324572930354796,neu,a_d_o__m, ,0
156,Some wishes are meant to be fulfilled if I want to live this life only for sometime without tension and just enjoy🙌🙌🙌🔥🔥,wish meant fulfil want live life sometim without tension enjoy,"['wish', 'meant', 'fulfil', 'want', 'live', 'life', 'sometim', 'without', 'tension', 'enjoy']",🙌🙌🙌🔥🔥,0.34785631952476825,neu,mr.ankit1986, ,0
157,Ahhhhuleeennn hayat size güzel,ahhhhuleeennn hayat size gzel,"['ahhhhuleeennn', 'hayat', 'size', 'gzel']", ,0.0,neu,gunbatiumut, ,0
158,Signore in terra !! 😆,signor terra,"['signor', 'terra']",😆,0.1372549019607843,neu,alessiotok, ,0
159,بده بزنیم❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,ebi.1313_logan, ,0
160,بطل الكوكب ❤️🔥, ,[],❤🔥,0.44293595137914915,neu,melano7918, ,0
161,Life ho toh aisi ho warna hamare jhat k baal bhi jinda hai 😢😢,life ho toh aisi ho warna hamar jhat k baal bhi jinda hai,"['life', 'ho', 'toh', 'aisi', 'ho', 'warna', 'hamar', 'jhat', 'k', 'baal', 'bhi', 'jinda', 'hai']",😢😢,0.0008900756564307867,neu,smit_budathoki, ,0
162,🔥, ,[],🔥,0.1397849462365591,neu,__hot__poison_, ,0
163,I want to enjoy this life only one year .. that's my dream .😢🔥❤️😍,want enjoy life one year dream,"['want', 'enjoy', 'life', 'one', 'year', 'dream']",😢🔥❤😍,0.5593484252694503,pos,jitu_sain__, ,0
164,Suger daddy on fire 🔥,suger daddi fire,"['suger', 'daddi', 'fire']",🔥,-0.22005376344086022,neu,moneygost_official, ,0
165,Love it 😍❤️❤️❤️,love,['love'],😍❤❤❤,0.7106195304156383,pos,its__arohi_09, ,0
166,Damn🔥🔥🔥🔥,damn,['damn'],🔥🔥🔥🔥,0.03144795698924728,neg,its__arohi_09, ,0
167,Zindagi ho to aisi ho warna zinda toh zaat ke baal bhi hai 😂😂@harshal_virnak @_vitthal_ghodke_ @vaibhav_mane_32 @raj_chaudhary_111 @bhagyesh_shinde16,zindagi ho aisi ho warna zinda toh zaat ke baal bhi hai,"['zindagi', 'ho', 'aisi', 'ho', 'warna', 'zinda', 'toh', 'zaat', 'ke', 'baal', 'bhi', 'hai']",😂😂,0.03156691482501904,neu,_aditya_k01,harshal_virnak _vitthal_ghodke_ vaibhav_mane_32 raj_chaudhary_111 bhagyesh_shinde16 ,1
168,@hazem.salah_30 let's go to #las_vegas this Summer 👙,let go lasvega summer,"['let', 'go', 'lasvega', 'summer']",👙,0.10810810810810811,neu,shero.2010,hazem.salah_30 ,0
169,Know your worth gentlemen. Half of these females have men and only pick the winners at the finish line,know worth gentlemen half femal men pick winner finish line,"['know', 'worth', 'gentlemen', 'half', 'femal', 'men', 'pick', 'winner', 'finish', 'line']", ,0.6908,pos,brendanleaman, ,0
170,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,santoshjadhav_9, ,0
