,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
25,Have you ever ridden a motorcycle Miss?,ever ridden motorcycl miss,"['ever', 'ridden', 'motorcycl', 'miss']", ,-0.1531,neu,ocean_.fun, ,0
26,Probably you will be playing captain jack sparrow @caradelevingne,probabl play captain jack sparrow,"['probabl', 'play', 'captain', 'jack', 'sparrow']", ,0.34,neu,camilo.3rd,caradelevingne ,0
27,"I would join you one time, invite me but at least give me a few weeks heads up to let my company I'm working for at the time know please.",would join one time invit least give week head let compani work time know pleas,"['would', 'join', 'one', 'time', 'invit', 'least', 'give', 'week', 'head', 'let', 'compani', 'work', 'time', 'know', 'pleas']", ,0.296,neu,lilcookie1982, ,0
28,😍😍😍😍😍😍I love  baby,love babi,"['love', 'babi']",😍😍😍😍😍😍,0.6676775868847302,pos,danicheff_, ,0
29,Captain alert @caradelevingne,captain alert,"['captain', 'alert']", ,0.296,neu,busch.joe,caradelevingne ,0
30,❤️, ,[],❤,0.7460869565217392,neu,mikimi_85, ,0
31,the girl is having fun,girl fun,"['girl', 'fun']", ,0.5106,pos,joseflt123, ,0
32,🤌, ,[],🤌,0.0,neu,tommy_chiabra, ,0
33,You are the best,best,['best'], ,0.6369,pos,hellpotter457, ,0
34,Hey babe,hey babe,"['hey', 'babe']", ,0.0,neu,jasonchin62, ,0
35,Such a bad ass!! ❤️,bad ass,"['bad', 'ass']",❤,-0.27837101449275353,neg,mur_purp_turt, ,0
36,@xshaniamayra doe je haar ff de groeten van me,doe je haar ff de groeten van,"['doe', 'je', 'haar', 'ff', 'de', 'groeten', 'van']", ,0.4215,pos,patrickhofstra,xshaniamayra ,0
37,Bonne vacances/happy holidays,bonn vacanceshappi holiday,"['bonn', 'vacanceshappi', 'holiday']", ,0.4019,pos,thefrancoisealexander, ,0
38,Beaut!,beaut,['beaut'], ,0.3818,neu,fairchildphipps, ,0
39,♥️♥️♥️♥️♥️, ,[],♥♥♥♥♥,0.6576147816349384,neu,hectorpedrom, ,0
40,"You should get yourself a bigger boat, captain Cara. I might go onboard the @zeilschipeendracht this year and I’m going to book a voyage onboard of the Norwegian tall ship Stadsraad Lehmkuhl for next year. You should join me if you’re up for adventure and fun",get bigger boat captain cara might go onboard year go book voyag onboard norwegian tall ship stadsraad lehmkuhl next year join adventur fun,"['get', 'bigger', 'boat', 'captain', 'cara', 'might', 'go', 'onboard', 'year', 'go', 'book', 'voyag', 'onboard', 'norwegian', 'tall', 'ship', 'stadsraad', 'lehmkuhl', 'next', 'year', 'join', 'adventur', 'fun']", ,0.6705,pos,heijdenvdm,zeilschipeendracht ,0
41,@heijdenvdm thanks for your support! We will be in Scandinavia this summer you are more than welcome on board. And you could bring captain Cara along to experience sailing the seas😉,thank support scandinavia summer welcom board could bring captain cara along experi sail sea,"['thank', 'support', 'scandinavia', 'summer', 'welcom', 'board', 'could', 'bring', 'captain', 'cara', 'along', 'experi', 'sail', 'sea']",😉,0.6253845540214772,pos,zeilschipeendracht,heijdenvdm ,0
42,I love You ❤️😍,love,['love'],❤😍,0.6869745796782376,pos,cris.joe10, ,0
43,Where ya goin'? 😏,ya goin,"['ya', 'goin']",😏,0.1108190976784932,neu,joost.forever.young.79, ,0
44,Hi Margo,hi margo,"['hi', 'margo']", ,0.0,neu,lucasxrz_, ,0
45,Look at my teeth.. I’m the captain now,look teeth captain,"['look', 'teeth', 'captain']", ,0.0,neu,bryantmichaelmiller, ,0
46,great 🔥,great,['great'],🔥,0.38234247311827957,pos,martincoupe, ,0
47,An amazing and beautiful woman! 🌼,amaz beauti woman,"['amaz', 'beauti', 'woman']",🌼,0.20270270270270271,neu,smosarski_rafal, ,0
48,Who lives in a pinneapple under the sea? Absobant and yellow and pourous is he?,live pinneappl sea absob yellow pourou,"['live', 'pinneappl', 'sea', 'absob', 'yellow', 'pourou']", ,0.0,neu,baidavic, ,0
49,좋게따 ㅠㅠ 나도 가고 싶어, ,[], ,0.0,neu,jinius__kk, ,0
50,Italia bella😍,italia bella,"['italia', 'bella']",😍,0.22597892750432458,neu,sabinabattilana, ,0
51,🖤🖤🖤, ,[],🖤🖤🖤,0.0,neu,z_ev_90, ,0
52,🦋 🌸 🌸 ❤️❤️❤️, ,[],🦋🌸🌸❤❤❤,0.7085401231730858,neu,georgia.cappelli.8, ,0
53,❤️❤️😍🔥, ,[],❤❤😍🔥,0.5774739104482528,neu,firstloungeberlin, ,0
54,Que crack👏😍,que crack,"['que', 'crack']",👏😍,0.2996211819296133,neu,marceloalejandrocuello, ,0
55,👍, ,[],👍,0.5221143473570657,neu,bog.inich, ,0
56,💖💖💖💖💖💚💚💚💚😍💎💎💎, ,[],💖💖💖💖💖💚💚💚💚😍💎💎💎,0.6607574198878926,neu,hasa.a1991, ,0
57,Aye aye captain,aye aye captain,"['aye', 'aye', 'captain']", ,0.0,neu,_muskanwadhwa_, ,0
58,Captain Spazz at your service 🫡,captain spazz servic,"['captain', 'spazz', 'servic']",🫡,0.0,neu,officialambushbill, ,0
59,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,isadu428, ,0
60,Buoyancy is in now 😆😄☺🥰😊🙂,buoyanc,['buoyanc'],😆😄☺🥰😊🙂,0.42731813109825706,neu,we_.___________, ,0
61,🌹✨😍, ,[],🌹✨😍,0.5469987461382283,neu,lovingbloompeace, ,0
62,😍😍😍😍, ,[],😍😍😍😍,0.6779367825129737,neu,w47k3r_89668, ,0
63,yay,yay,['yay'], ,0.5267,pos,elmocantelmo, ,0
64,Divina❤️,divina,['divina'],❤,0.3730434782608696,neu,miguel.llopis, ,0
65,@les_bonheurs.de_sophie sur son bateau en Italie 😂,sur son bateau en itali,"['sur', 'son', 'bateau', 'en', 'itali']",😂,0.03682806729585555,neu,lesponeysdejeanne,les_bonheurs.de_sophie ,1
66,@lesponeysdejeanne mdr pas sûre de faire ça a Rome 😂,mdr pa sre de fair rome,"['mdr', 'pa', 'sre', 'de', 'fair', 'rome']",😂,0.3043097719678762,neu,les_bonheurs.de_sophie,lesponeysdejeanne ,1
67,"Captain Cara…my beautiful,humorous Angel.",captain carami beauti humor angel,"['captain', 'carami', 'beauti', 'humor', 'angel']", ,0.2732,neu,gettin_buy81, ,0
68,❤️, ,[],❤,0.7460869565217392,neu,phoenix_martinsofficial, ,0
69,Ma vieni in Sicilia !🥺🥺🥺,vieni sicilia,"['vieni', 'sicilia']",🥺🥺🥺,0.0,neu,babisonfire, ,0
70,💜💜💜, ,[],💜💜💜,0.6560170394036209,neu,rose__666___, ,0
71,>>>💛<<<, ,[],💛,0.712624584717608,neu,therealkestrel, ,0
72,Awesome 👏🏻,awesom,['awesom'],👏🏻,0.2602739726027397,neu,snowboardgene, ,0
73,😍😍❤️❤️❤️❤️, ,[],😍😍❤❤❤❤,0.7233702318521508,neu,donia_yones, ,0
74,😂😘, ,[],😂😘,0.4613613948700228,neu,beyayem, ,0
75,What a pretty place to relax,pretti place relax,"['pretti', 'place', 'relax']", ,0.4404,pos,ocean_.fun, ,0
76,💙, ,[],💙,0.7324561403508771,neu,yolaofficial__, ,0
77,Amoreee😍,amoree,['amoree'],😍,0.33896839125648687,neu,michela_michelazzo, ,0
78,🇮🇹❤️U,u,['u'],❤,0.3730434782608696,neu,aswiftiestar, ,0
79,I am darren from life in a year,darren life year,"['darren', 'life', 'year']", ,0.0,neu,yuva143lub, ,0
80,👏👏❤️❤️RUJ.BAŞ DELALAMIN 🙌🏼,rujba delalamin,"['rujba', 'delalamin']",👏👏❤❤🙌🏼,0.441956395750558,neu,hamdullaerbay, ,0
81,HEY CARA DELEVİNGNE  MURNEYİN  RINDAMIN ❤️❤️🙌🏼🙌🏼,hey cara delevingn murneyin rindamin,"['hey', 'cara', 'delevingn', 'murneyin', 'rindamin']",❤❤🙌🏼🙌🏼,0.2903359829602684,neu,hamdullaerbay, ,0
82,where’s luca?,luca,['luca'], ,0.0,neu,francisbalero, ,0
83,💯, ,[],💯,0.1208791208791209,neu,christianarceoi, ,0
84,🌚📚, ,[],🌚📚,0.4087553940495117,neu,lindelwanon, ,0
85,😂, ,[],😂,0.2209684037751333,neu,guo0615, ,0
86,💕🏳️‍🌈💕🏳️‍🌈💕, ,[],💕🏳🌈💕🏳🌈💕,0.5933863636363637,neu,lgbtqportland, ,0
87,❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,rhimi.17, ,0
88,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,rhimi.17, ,0
89,Your place is always in my heart my dream love my beauty Cara 💟💙💚💛💜,place alway heart dream love beauti cara,"['place', 'alway', 'heart', 'dream', 'love', 'beauti', 'cara']",💟💙💚💛💜,0.718358446321066,pos,mehdimohammadi2404, ,1
90,You have attractive and penetrating eyes my beauty Cara 👍🏼👌💟⚘👄⚘,attract penetr eye beauti cara,"['attract', 'penetr', 'eye', 'beauti', 'cara']",👍🏼👌💟👄,0.4554993420818664,neu,mehdimohammadi2404, ,0
91,I love you so much king of my heart 🔥❤️,love much king heart,"['love', 'much', 'king', 'heart']",🔥❤,0.572245317126383,pos,mehdimohammadi2404, ,0
92,You are always the heart captain @caradelevingne,alway heart captain,"['alway', 'heart', 'captain']", ,0.0,neu,mrfaikoo,caradelevingne ,0
93,Your place is always in my heart my dream love my beauty cara,place alway heart dream love beauti cara,"['place', 'alway', 'heart', 'dream', 'love', 'beauti', 'cara']", ,0.7351,pos,mehdimohammadi2404, ,0
94,This reminds me of the first pirates of the Caribbean movie,remind first pirat caribbean movi,"['remind', 'first', 'pirat', 'caribbean', 'movi']", ,0.0,neu,anusha.ramu03, ,0
95,J'adore 😊❤️,jador,['jador'],😊❤,0.46359416650745566,neu,francis19065, ,0
96,Love your vibe❤️ and it was wonderful to meet you in Prague in front of @fsprague. You are my inspiration. ICONIC LADY🫠,love vibe wonder meet pragu front inspir icon ladi,"['love', 'vibe', 'wonder', 'meet', 'pragu', 'front', 'inspir', 'icon', 'ladi']",❤🫠,0.6478186956521739,pos,julia__sobczynska,fsprague ,0
97,#turn,turn,['turn'], ,0.0,neu,h_tre_kro2, ,0
98,Are you ready kids? AYE AYE CAPTAIN!!!,readi kid aye aye captain,"['readi', 'kid', 'aye', 'aye', 'captain']", ,0.0,neu,michaelfairview, ,0
99,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,ludeonlud, ,0
100,"GORGEOUS AS ALWAYS,LOVE YOU CARA.😘😘💖💖😍😍🔥🔥🤠🤠.",gorgeou alway love cara,"['gorgeou', 'alway', 'love', 'cara']",😘😘💖💖😍😍🔥🔥🤠🤠,0.5844428256643368,pos,trw9173, ,0
101,Has always been the captain 👩‍✈️🔥🔥🔥,alway captain,"['alway', 'captain']",👩✈🔥🔥🔥,0.1303833673098349,neu,abcd200518, ,0
102,❤️, ,[],❤,0.7460869565217392,neu,yvcea, ,0
103,Crazy captain 😍🤪🤍🏴‍☠️,crazi captain,"['crazi', 'captain']",😍🤪🤍🏴☠,0.1602249363689842,neu,jack__ten__, ,0
104,Molto baci bellezza 💋 💋 💋...,molto baci bellezza,"['molto', 'baci', 'bellezza']",💋💋💋,0.3467302452316076,neu,gonzo.r.pellegrini, ,0
105,사랑해, ,[], ,0.0,neu,ddongkanghyun, ,0
106,Como ??? ... My Coutry ... 🇮🇹🇮🇹🇮🇹 ...,como coutri,"['como', 'coutri']", ,0.0,neu,ar.shire.frodo, ,0
107,Haha!! How r u gorgeous?? 😂 @caradelevingne,haha r u gorgeou,"['haha', 'r', 'u', 'gorgeou']",😂,0.4112336807550267,pos,richc2x,caradelevingne ,0
108,🧝🏼‍♀️🌿, ,[],🧝🏼♀🌿,0.3613782051282051,neu,green_eyed_nymph, ,0
109,🤡, ,[],🤡,0.0,neu,cory96alexander, ,0
110,Adorable cutie,ador cuti,"['ador', 'cuti']", ,0.0,neu,foodies.zoone, ,0
111,Fking bitch 🫶🏻,fking bitch,"['fking', 'bitch']",🫶🏻,-0.5859,neg,boss_snkhl, ,0
112,Linda....,linda,['linda'], ,0.0,neu,sidnei.vieira.98, ,0
113,Why do I ❤️❤️ Cara so much??? It’s the eyes!,cara much eye,"['cara', 'much', 'eye']",❤❤,0.29843478260869566,neu,zuukie2, ,0
114,👏👏👏👏👏, ,[],👏👏👏👏👏,0.5205479452054794,neu,theresa_junetao, ,0
115,اجمل كابتن, ,[], ,0.0,neu,wi3ila, ,0
116,Just one cornetto❤️,one cornetto,"['one', 'cornetto']",❤,0.24869565217391304,neu,abberleysteven, ,0
117,❤️, ,[],❤,0.7460869565217392,neu,foodies.zoone, ,0
118,❤️, ,[],❤,0.7460869565217392,neu,isabelftejeda, ,0
119,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,marciagarciawv, ,0
120,Bella dona!❤️🙌,bella dona,"['bella', 'dona']",❤🙌,0.326627980830302,neu,rmotta1, ,0
121,❤️, ,[],❤,0.7460869565217392,neu,bohemianloverunway, ,0
122,Cute captain 😍,cute captain,"['cute', 'captain']",😍,0.5318455941709912,pos,clark8068jennifer, ,0
123,Captain Jacquelyn sparrow,captain jacquelyn sparrow,"['captain', 'jacquelyn', 'sparrow']", ,0.0,neu,leahmariewiertel, ,0
124,".... , . ?", ,[], ,0.0,neu,ryanmskaggs, ,0
125,"There are two types of obsession , before and after",two type obsess,"['two', 'type', 'obsess']", ,-0.25,neu,mwrdaffedd, ,0
126,@mwrdaffedd or have you mastered being obsessed with me in the moment?,master obsess moment,"['master', 'obsess', 'moment']", ,-0.25,neu,mwrdaffedd,mwrdaffedd ,0
127,nangisda man ka carla oi 😂,nangisda man ka carla oi,"['nangisda', 'man', 'ka', 'carla', 'oi']",😂,0.03682806729585555,neu,adoymachacon, ,0
128,🔥😍, ,[],🔥😍,0.40886086437476643,neu,lilianaherrerav, ,0
129,😍😍😍😍😍😍, ,[],😍😍😍😍😍😍,0.6779367825129737,neu,ra3bann, ,0
130,"Eldad say, this is proof “ stupidity “ is contagious. …..!",eldad say proof stupid contagi,"['eldad', 'say', 'proof', 'stupid', 'contagi']", ,-0.5267,neg,eldadbodanszky, ,0
131,❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈👄👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅🐈👅✌Cara Delebine e a SELENA GOMEZ ✌👅👅👅✌👅👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅✌👅✌👅✌👅✌👅✌👅69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥69🔥,cara delebin e selena gomez,"['cara', 'delebin', 'e', 'selena', 'gomez']",❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈👄👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅❤🐈✌👅🐈👅✌✌👅👅👅✌👅👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅👅✌👅👅👅✌👅👅❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅👅✌👅👅✌👅👅🔥🔥❤✌👅✌👅✌👅✌👅✌👅✌👅🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.4372258860262764,neu,jorge.__rambo, ,0
132,Loving me some ham bone!!💟,love ham bone,"['love', 'ham', 'bone']",💟,0.6562464285714286,pos,aletacalder, ,0
133,Where are we going?,go,['go'], ,0.0,neu,eleah, ,0
134,Captain amberpoop?,captain amberpoop,"['captain', 'amberpoop']", ,0.0,neu,ullyvidya, ,0
135,It’s missing my body over there  with a cute dress and smiling to you 😍🥺,miss bodi cute dress smile,"['miss', 'bodi', 'cute', 'dress', 'smile']",😍🥺,0.6124894637521623,pos,organnica, ,0
136,Bella ❤️,bella,['bella'],❤,0.3730434782608696,neu,sqruup, ,0
137,Ahhhhhhh.  If your Love were Mine Cara 🤪 and 💖!,ahhhhhhh love mine cara,"['ahhhhhhh', 'love', 'mine', 'cara']",🤪💖,0.6521961678543152,pos,luizgustavo_vo, ,0
138,AMORE ❤️ @caradelevingne,amor,['amor'],❤,0.6792434782608696,pos,claudia_massaroni_,caradelevingne ,0
139,😂😂😂😂😂, ,[],😂😂😂😂😂,0.2209684037751333,neu,celoo.yamp, ,0
140,Bunuh diri 🔥,bunuh diri,"['bunuh', 'diri']",🔥,0.04659498207885303,neu,celoo.yamp, ,0
141,😍😍😍😍😍, ,[],😍😍😍😍😍,0.6779367825129737,neu,delevingneinspiration, ,0
142,👏👏👏👏👏, ,[],👏👏👏👏👏,0.5205479452054794,neu,delevingneinspiration, ,0
143,🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥,0.1397849462365591,neu,delevingneinspiration, ,0
144,❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,delevingneinspiration, ,0
145,That’s some fine sexy sailing!,fine sexi sail,"['fine', 'sexi', 'sail']", ,0.2023,neu,reidwarren168, ,0
146,Hii ily,hii ili,"['hii', 'ili']", ,0.0,neu,amberalexis__, ,0
147,"Wapa, como t pongas, y especial. Si hubiera más gente asin, todo estaría mejor, gracias por existir!!!❤️❤️❤️❤️❤️",wapa como ponga especi si hubiera ms gent asin todo estara mejor gracia por existir,"['wapa', 'como', 'ponga', 'especi', 'si', 'hubiera', 'ms', 'gent', 'asin', 'todo', 'estara', 'mejor', 'gracia', 'por', 'existir']",❤❤❤❤❤,0.1865217391304348,neu,sr.cubi, ,0
148,❤️, ,[],❤,0.7460869565217392,neu,spellmcguire, ,0
149,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹, ,[], ,0.0,neu,gabriele_000_, ,0
150,Cara Hemingway)))❤️,cara hemingway,"['cara', 'hemingway']",❤,0.24869565217391304,neu,anastasia.aroundtheworld, ,0
151,🔥, ,[],🔥,0.1397849462365591,neu,gsvcdubai, ,0
152,HAHAHA CAPTAIN ! 😍,hahaha captain,"['hahaha', 'captain']",😍,0.5975789275043246,pos,rose_larquet, ,0
153,#justiceforjohnnydepp,justiceforjohnnydepp,['justiceforjohnnydepp'], ,0.0,neu,nico_casla27, ,0
154,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,its._.b3njv, ,0
155,Awesome,awesom,['awesom'], ,0.0,neu,kris007brown, ,0
156,Adorable ❤️,ador,['ador'],❤,0.3730434782608696,neu,nancy.leonelli.9, ,0
157,Today you will be the capital... and tomorrow you will stand with your head bowed before God.... you will regret what you did.... I say this is not hate but love....,today capit tomorrow stand head bow god regret say not hate love,"['today', 'capit', 'tomorrow', 'stand', 'head', 'bow', 'god', 'regret', 'say', 'not', 'hate', 'love']", ,-0.2663,neu,trust.life1992, ,0
158,Captain Sparrow 🏴‍☠️,captain sparrow,"['captain', 'sparrow']",🏴☠,-0.012345679012345666,neu,siyah_beyaz_sen2010, ,0
159,My love ❤️❤️❤️,love,['love'],❤❤❤,0.7187902173913043,pos,cara_delevingne_fanpagebrasil, ,2
160,❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,komangmamang, ,0
161,Captain carii gave an order to gilli,captain carii gave order gilli,"['captain', 'carii', 'gave', 'order', 'gilli']", ,0.0,neu,greatkkj, ,0
162,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,skazi_asher, ,0
163,💘, ,[],💘,0.6886075949367089,neu,pietro_raso, ,0
164,"Vieni a Roma però, e su!",vieni roma per e su,"['vieni', 'roma', 'per', 'e', 'su']", ,0.0,neu,_letmebeyourcoffeepot, ,0
165,beautiful suit😍,beauti suit,"['beauti', 'suit']",😍,0.22597892750432458,neu,alenivasilaus, ,0
166,💎, ,[],💎,0.569377990430622,neu,jpvlascurain, ,0
167,🧡🧡🧡, ,[],🧡🧡🧡,0.0,neu,coldeine, ,0
168,@caradelevingne Che bella gnocca❤️,che bella gnocca,"['che', 'bella', 'gnocca']",❤,0.1865217391304348,neu,_ildani_,caradelevingne ,0
169,💚🤍❤💋😘👸, ,[],💚🤍❤💋😘👸,0.6844282663332921,neu,the_real_luca_sorina, ,1
170,💙💎💙👌👌👌👌, ,[],💙💎💙👌👌👌👌,0.612761858025016,neu,farshadshadiya, ,0
171,👁️👌🏻🌸, ,[],👁👌🏻🌸,0.6079902784553948,neu,ehsangh__, ,0
172,❤️❤️ cutie. Miss u,cuti miss u,"['cuti', 'miss', 'u']",❤❤,0.20657478260869566,neu,nicolettekahen, ,0
173,👍👍, ,[],👍👍,0.5221143473570657,neu,joelbosson335, ,0
174,Ti Amo🌹🎉😘,ti amo,"['ti', 'amo']",🌹🎉😘,0.41035501155990756,neu,lujeduardo27, ,0
175,🔥🔥😍😍💘🌹💯, ,[],🔥🔥😍😍💘🌹💯,0.43648504137056643,neu,led7us, ,0
176,❤️❤️, ,[],❤❤,0.7460869565217392,neu,iam_voicede, ,0
177,Quién es?,quin es,"['quin', 'es']", ,0.0,neu,soyeldobledemaradona, ,0
178,Si ok <3 !,si ok,"['si', 'ok']", ,0.296,neu,soulsouk64, ,0
179,You’re headed in the wrong direction.,head wrong direct,"['head', 'wrong', 'direct']", ,-0.4767,neg,braveintrovert, ,0
180,😂😎, ,[],😂😎,0.35716855202019265,neu,sandor_merman, ,0
181,Where are you going on that boat?,go boat,"['go', 'boat']", ,0.0,neu,enoelleone, ,0
182,Loving your outfit.x,love outfitx,"['love', 'outfitx']", ,0.6369,pos,cjoxoxo.x, ,0
183,i love you ❤️❤️❤️❤️❤️❤️❤️❤️,love,['love'],❤❤❤❤❤❤❤❤,0.7339550724637681,pos,dudiemarye, ,0
184,😍😍😍😍😍, ,[],😍😍😍😍😍,0.6779367825129737,neu,rhimi.17, ,0
185,👏👏👏👏👏, ,[],👏👏👏👏👏,0.5205479452054794,neu,rhimi.17, ,0
186,❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,rhimi.17, ,0
187,al,al,['al'], ,0.0,neu,add_yourstory, ,0
188,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,studiodgc, ,0
189,❤️🔥👏, ,[],❤🔥👏,0.4688066159879259,neu,lordcharlesmacfrancis, ,0
190,Mongolia,mongolia,['mongolia'], ,0.0,neu,bolgerisdashizz, ,0
191,"Ho cara la classe, tu gardes toujours le bon cap jolie Capitaine 👏❤️😍",ho cara la class tu gard toujour le bon cap joli capitain,"['ho', 'cara', 'la', 'class', 'tu', 'gard', 'toujour', 'le', 'bon', 'cap', 'joli', 'capitain']",👏❤😍,0.1296381122826795,neu,arna.ud895, ,0
192,🔥, ,[],🔥,0.1397849462365591,neu,fusion_hairandbeauty, ,0
193,👏🔥❤️, ,[],👏🔥❤,0.4688066159879259,neu,ernestgwilym, ,0
194,A very Cute Captain. 🤗,cute captain,"['cute', 'captain']",🤗,0.4588,pos,sircharlesedwardsthe3rd, ,0
